#skaldania: id_typu_obiektu, unikalne_id_obiektu, USTAWIENIA_GRAFICZNE, WSPOLRZEDNE
#USTAWIENIA_GRAFICZNE : kolor&TYP&grubosc
#TYP (char):
#* dla punktu : '.' - oznacza zwykla kropke
#* dla odcinka : '-' - oznacza odcinek bez rysowania puktow bedacych koncami
#* dla odcinka : '.' - oznacza odcinek z rysowaniem punktow bedacych jego koncami
#* HIDE - oznacza ze figura ma nie byc wyswietlana
# komentarze - rozpoczynane od '#'
#
# Przyklady:
# p, 1, black&.&2, -97.483970, 1.258015 - punkt, o id = 1, czarny, rysowany jako kropka o promieniu 2, o wspolrzednych (-97.483970, 1.258015)
# s, 1028, HIDE, 100.000000, 0.000000, 96.122734, 3.877266313 - odcinek o id = 1028, o wspolrzednych (100.000000, 0.000000), (96.122734, 3.877266313)
# s, 1029, red&-&1, 100.000000, 0.000000, 95.871365, 4.128635314 - odcinek o id=1029, czerwony, rysowany jako linia bez kropek, grubosc odnosi sie to do punktow koncowych odcinka, wiec nie ma ona tu znaczenia, wspolrzedne = (100.000000, 0.000000), (95.871365, 4.128635314)
step, 0
p, 1, black&.&1, -97.483970, 1.258015
p, 2, black&.&1, 18.799338, 81.200662
p, 3, black&.&1, 30.471619, 69.528381
p, 4, black&.&1, 74.822628, 12.588686
p, 5, black&.&1, -45.476795, 27.261602
p, 6, black&.&1, 31.520813, 68.479187
p, 7, black&.&1, 96.872454, 1.563773
p, 8, black&.&1, -75.268252, 12.365874
p, 9, black&.&1, 82.548790, 17.451210
p, 10, black&.&1, 15.039727, 84.960273
p, 11, black&.&1, -92.852367, 7.147633
p, 12, black&.&1, -70.185410, 29.814590
p, 13, black&.&1, -14.906012, 85.093988
p, 14, black&.&1, 2.618090, 48.690955
p, 15, black&.&1, 92.877219, 3.561391
p, 16, black&.&1, -16.567236, 83.432764
p, 17, black&.&1, 28.400488, 35.799756
p, 18, black&.&1, 63.630514, 36.369486
p, 19, black&.&1, 61.258899, 38.741101
p, 20, black&.&1, -83.562857, 8.218571
p, 21, black&.&1, -88.753954, 11.246046
p, 22, black&.&1, -14.283054, 85.716946
p, 23, black&.&1, -36.403556, 63.596444
p, 24, black&.&1, -5.054419, 47.472790
p, 25, black&.&1, -22.196603, 38.901698
p, 26, black&.&1, -60.545942, 39.454058
p, 27, black&.&1, 81.226368, 18.773632
p, 28, black&.&1, -13.266079, 43.366961
p, 29, black&.&1, 2.034096, 97.965904
p, 30, black&.&1, 61.979815, 19.010093
p, 31, black&.&1, -52.789872, 23.605064
p, 32, black&.&1, 81.126528, 9.436736
p, 33, black&.&1, -3.987840, 96.012160
p, 34, black&.&1, -53.716103, 23.141948
p, 35, black&.&1, 46.510376, 26.744812
p, 36, black&.&1, -53.343664, 46.656336
p, 37, black&.&1, 85.871237, 14.128763
p, 38, black&.&1, -12.567185, 87.432815
p, 39, black&.&1, 68.767192, 31.232808
p, 40, black&.&1, -33.076361, 33.461820
p, 41, black&.&1, -23.966238, 76.033762
p, 42, black&.&1, -80.917788, 19.082212
p, 43, black&.&1, -89.299959, 5.350020
p, 44, black&.&1, 17.410136, 41.294932
p, 45, black&.&1, 21.391547, 39.304227
